merchant_id,error_count,transaction_volume,total_transaction_amount,risk_score
82503,1,54,1776.5400066375732,549.5620019912719
65956,1,12,1816.4299926757812,548.9289978027343
83780,1,108,1716.3799991607666,547.7139997482299
30157,1,29,1789.3599920272827,545.9079976081848
317,2,92,1722.6700055897236,545.201001676917
34213,2,21,1793.1399955749512,545.0419986724853
82495,1,34,1781.0699977874756,544.9209993362426
56991,1,14,1799.3200149536133,544.3960044860839
80584,2,37,1772.7199954986572,543.7159986495972
88419,1,68,1739.0099935531616,542.5029980659484
78649,1,90,1716.990003824234,542.4970011472701
14962,1,59,1745.8200006484985,541.8460001945496
28691,3,72,1728.949993610382,541.4849980831145
76852,1,65,1731.770004272461,539.4310012817382
58854,1,61,1733.550006866455,538.7650020599366
83659,1,19,1774.5999870300293,538.4799961090088
95365,2,71,1720.030002117157,538.1090006351471
12042,1,44,1744.010009765625,536.8030029296875
23411,1,10,1771.0400009155273,534.7120002746582
82696,2,32,1738.6000142097473,531.9800042629241
16460,1,7,1759.6800231933594,530.4040069580078
22825,1,36,1730.6800022125244,530.4040006637573
25395,2,102,1659.2300055027008,529.1690016508102
44886,1,106,1652.5900013819337,527.9770004145801
56661,1,49,1709.35999584198,527.907998752594
84316,1,47,1706.5600175857544,526.4680052757262
79671,2,36,1715.7799997329712,526.3339999198913
30645,5,35,1707.6499996185303,524.794999885559
30971,2,26,1715.489999294281,523.2469997882843
23462,3,175,1562.030002117157,522.3090006351471
21420,1,22,1717.540018081665,522.2620054244995
58583,2,50,1687.639996767044,522.0919990301131
63494,1,13,1722.849998474121,521.1549995422363
63291,1,15,1718.900001525879,520.5700004577636
25053,1,25,1705.5699977874756,519.5709993362426
3918,1,12,1714.650001525879,518.3950004577637
17862,1,39,1687.3499898910522,518.3049969673157
72933,1,55,1671.1999940872192,518.2599982261657
30864,1,38,1686.1800155639648,517.6540046691894
8797,1,53,1670.870017170906,517.5610051512717
16235,1,35,1688.269995212555,517.3809985637664
91514,1,77,1644.360010355711,516.8080031067133
72803,2,25,1690.4400043487549,515.4320013046264
29521,1,52,1663.8999980688095,515.1699994206429
96392,1,69,1638.8999997377396,512.7699999213219
96349,1,34,1673.479992866516,512.6439978599548
77572,4,111,1591.3299956321716,512.2989986896515
1770,3,50,1652.979992866516,512.0939978599548
42927,1,10,1694.9100036621094,511.87300109863276
25472,1,20,1683.1500034332275,511.3450010299682
42298,2,63,1634.5800037384033,510.07400112152095
47205,2,61,1635.4100074768066,509.723002243042
53808,1,27,1666.080018043518,508.3240054130554
65298,1,12,1676.900001525879,507.0700004577636
47760,2,15,1670.520004272461,506.4560012817383
64639,1,4,1681.8199462890625,506.14598388671874
14409,1,22,1661.0300216674805,505.3090065002441
42332,2,43,1637.5199995040894,504.95599985122675
66915,1,24,1655.6999893188477,504.3099967956543
69808,2,78,1596.3199887275696,503.0959966182708
30519,2,23,1649.7100007534027,502.6130002260208
35814,1,26,1646.3699913024902,502.11099739074706
14772,1,18,1653.6399927139282,501.89199781417847
38685,1,49,1622.1599888801575,501.74799666404726
63981,1,15,1655.4500122070312,501.5350036621093
87493,2,20,1646.7400131225586,500.82200393676754
95813,1,29,1638.8099899291992,500.7429969787598
68135,1,41,1624.9100179672241,500.1730053901672
87884,1,71,1592.4799865484238,499.4439959645271
6097,1,68,1593.2199994325638,498.7659998297691
71058,1,16,1643.5900115966797,498.2770034790039
64457,1,19,1640.169983625412,498.1509950876236
28576,2,33,1621.660002708435,497.1980008125305
21881,1,28,1622.2500114440918,495.4750034332275
31619,1,88,1561.3399967849255,495.2019990354776
98105,1,46,1599.4299974441528,494.0289992332458
69889,1,25,1620.2600059509277,493.97800178527825
28762,1,63,1582.2400069236755,493.9720020771027
84351,1,10,1634.4700088500977,493.74100265502926
41368,1,35,1609.1400101184845,493.6420030355453
24396,1,76,1567.850015759468,493.5550047278404
15208,1,50,1592.850009918213,493.2550029754638
95311,1,56,1582.8899965286255,492.0669989585876
61333,1,65,1573.5399951934814,491.9619985580444
51755,2,154,1483.059997856617,491.9179993569851
24997,1,81,1553.1700100898743,490.65100302696226
93766,1,55,1579.0800032317638,490.6240009695291
84355,2,37,1592.379996061325,489.6139988183975
299,1,20,1606.7799949645996,488.43399848937986
93670,1,41,1583.7300081253052,487.8190024375915
61482,1,87,1537.4400116205215,487.73200348615643
89343,1,11,1612.4400177001953,487.43200531005857
950,2,23,1598.970010817051,487.39100324511526
52598,1,37,1586.0600049495697,487.3180014848709
42495,1,31,1591.450001001358,487.1350003004074
94412,1,99,1521.6499984264374,486.59499952793124
72587,1,40,1578.410011768341,485.9230035305023
60947,1,58,1558.3499952405691,485.30499857217075
78499,1,72,1543.7300083637238,485.1190025091171
80107,1,99,1515.8799996376038,484.86399989128114
3829,2,56,1555.8899989128113,484.3669996738434
43503,2,14,1595.97998046875,483.793994140625
62967,4,24,1582.1100006103516,483.43300018310543
52811,1,39,1569.9199930429459,483.07599791288374
60019,1,48,1558.500005722046,482.35000171661375
62342,1,9,1597.2999877929688,482.2899963378906
75379,1,19,1585.2599906921387,481.6779972076416
53537,1,26,1572.9400081634521,480.0820024490356
47028,1,42,1549.2200031280518,477.7660009384155
70531,1,34,1555.5799942016602,477.27399826049805
68579,1,25,1563.8299856185913,477.0489956855773
40726,1,79,1509.8099999427795,477.04299998283386
42724,1,12,1575.9700012207031,476.79100036621094
36670,1,12,1573.990005493164,476.1970016479492
75606,2,106,1475.9400085806847,475.38200257420533
94774,1,16,1566.8999814987183,475.26999444961547
51846,1,116,1465.8000103235245,474.94000309705734
33668,1,33,1542.6199989318848,473.0859996795654
30790,1,38,1534.079988002777,472.02399640083314
89245,2,102,1467.9700012207031,471.7910003662109
96878,2,20,1546.910017490387,470.87300524711605
12769,1,38,1527.160005569458,469.9480016708374
68963,1,13,1551.2900009155273,469.6870002746582
79860,1,36,1528.1399919986725,469.6419975996017
73623,1,59,1497.930013179779,467.4790039539337
9924,1,20,1533.850004196167,466.55500125885004
37325,1,18,1530.9699897766113,465.0909969329834
98214,1,98,1444.5100021362305,463.15300064086915
17890,1,10,1531.8200073242188,462.9460021972656
66606,1,16,1524.9899988174438,462.6969996452331
65351,3,23,1515.2200012207031,462.66600036621094
80249,2,17,1520.7399978637695,462.1219993591308
100266,1,8,1530.7699871063232,462.030996131897
99416,1,54,1483.4899988174438,461.64699964523317
32733,2,59,1473.3300070762634,460.499002122879
92722,1,38,1495.2199866771698,460.36599600315094
14748,3,22,1503.7600116729736,458.9280035018921
44685,2,23,1502.4699993133545,458.4409997940063
81497,1,10,1515.1999855041504,457.9599956512451
74587,1,36,1486.71999168396,457.21599750518794
99850,2,17,1501.3800010681152,456.31400032043456
12029,1,105,1412.9799988269806,455.79399964809414
79592,1,10,1507.9400062561035,455.78200187683103
41137,1,87,1428.9600052833557,455.1880015850067
92437,1,19,1494.7199935913086,454.51599807739257
25089,1,16,1493.7200088500977,453.31600265502925
34552,2,11,1491.1399841308594,451.44199523925784
15224,2,60,1441.8399928808212,451.35199786424636
24761,1,38,1460.31999874115,449.89599962234496
2879,1,17,1481.2999954223633,449.889998626709
72995,3,26,1468.9999985098839,449.69999955296515
91917,1,28,1468.8399953842163,449.45199861526487
8922,2,50,1445.4799954891205,449.44399864673613
65634,1,30,1465.4500074386597,449.03500223159784
40457,1,42,1450.9699981212616,448.29099943637846
58962,1,16,1476.4100017547607,448.1230005264282
95759,1,16,1475.9499778747559,447.98499336242674
77117,1,15,1468.9199895858765,445.5759968757629
90538,2,165,1316.9900053143501,445.39700159430504
35538,1,44,1438.790004491806,445.2370013475418
23132,1,18,1464.1200132369995,445.03600397109983
37867,1,19,1460.28999710083,444.18699913024903
66846,1,42,1437.1199970245361,444.1359991073608
19821,2,91,1384.1500043869019,443.3450013160706
51561,1,36,1439.3600010871887,443.0080003261566
54836,1,81,1393.0399932861328,442.6119979858398
88677,1,13,1452.1499938964844,439.9449981689453
34943,2,59,1404.000010728836,439.7000032186508
80322,3,16,1443.7800068855286,439.13400206565854
33311,1,10,1451.1900024414062,438.75700073242183
71414,1,13,1448.0300102233887,438.7090030670166
57,3,44,1414.1699999272823,438.65099997818464
73028,1,24,1436.6499996185303,438.5949998855591
15428,1,25,1433.0599875450134,437.81799626350397
57212,3,27,1424.6600035429,436.69800106287005
34735,1,40,1413.8800024986267,436.564000749588
88590,3,55,1395.8699975013733,436.460999250412
88033,1,47,1398.8300060033798,434.1490018010139
10126,1,46,1399.4899921417236,434.04699764251706
72110,1,18,1425.229995250702,433.3689985752106
98991,1,68,1365.8100119829178,430.54300359487536
72919,1,107,1324.8500027656555,429.95500082969664
38327,3,24,1401.300003528595,428.79000105857847
27515,2,127,1299.5099869966507,428.7529960989952
38883,1,53,1371.1800122261047,427.65400366783143
53997,1,27,1396.31001663208,427.393004989624
90461,1,112,1308.6099998354912,426.5829999506473
49179,1,43,1377.249993801117,426.47499814033506
52436,2,40,1378.6199827194214,426.3859948158264
39251,1,9,1409.7699813842773,426.0309944152832
45156,1,25,1392.4700107574463,425.64100322723385
93030,1,55,1361.6300048232079,425.3890014469623
50981,3,33,1380.2800085544586,425.1840025663376
39825,1,26,1387.5399904251099,424.4619971275329
80738,1,69,1343.2800073623657,424.0840022087097
75254,1,15,1396.8600091934204,423.9580027580261
53021,1,102,1309.5599942207336,423.86799826622007
47496,1,22,1388.5999946594238,423.5799983978271
4421,2,18,1388.4799976348877,422.74399929046626
50215,1,11,1396.1399955749512,422.5419986724853
37099,1,27,1378.9900012016296,422.19700036048886
75860,1,28,1376.8999977111816,421.86999931335447
85080,2,10,1393.239974975586,421.7719924926758
10210,2,92,1307.2399929761887,420.5719978928566
35370,1,23,1377.2699875831604,420.4809962749481
92494,1,32,1367.2300080060959,420.1690024018288
3207,1,53,1344.9400017261505,419.7820005178452
87631,3,57,1338.0599944591522,419.71799833774566
1903,2,84,1310.7100083231926,419.21300249695776
11879,1,12,1383.5699996948242,419.0709999084473
44118,1,98,1295.2600083351135,418.3780025005341
62475,1,45,1346.8000106811523,417.94000320434566
73778,3,28,1359.2499899864197,417.3749969959259
79778,1,78,1311.809995174408,417.3429985523224
88165,1,32,1357.240002155304,417.1720006465912
2620,1,72,1314.9099969267845,416.47299907803534
40824,1,14,1372.7999954223633,416.439998626709
13371,1,35,1351.600011587143,416.38000347614286
28613,1,50,1331.4799947738647,414.84399843215937
4875,1,10,1371.3100090026855,414.79300270080563
81744,1,26,1353.8099855184555,414.34299565553664
19431,1,48,1329.3900022506714,413.61700067520144
75511,1,10,1362.5499801635742,412.1649940490722
60068,2,38,1332.4900035858154,411.9470010757446
85797,1,15,1354.5300102233887,411.2590030670166
76281,1,10,1357.5600018501282,410.6680005550384
84846,1,37,1330.2099981307983,410.5629994392395
6312,1,18,1347.079997062683,409.92399911880494
62119,1,73,1291.9500000476837,409.8850000143051
86977,1,42,1320.729995727539,409.21899871826173
57395,5,42,1313.82000041008,408.746000123024
15110,1,20,1340.3900089263916,408.51700267791745
28116,1,30,1328.7500126361847,408.02500379085535
70462,1,47,1307.900012254715,406.87000367641446
23695,1,100,1253.839997768402,406.5519993305206
28054,1,39,1313.8900015354156,406.26700046062473
63202,1,24,1328.409984588623,406.1229953765869
99282,1,8,1344.2600102424622,406.0780030727386
81745,2,92,1258.6400017738342,405.99200053215026
847,3,114,1233.2599933743477,405.37799801230426
61113,1,10,1338.4300003051758,404.9290000915527
100021,2,64,1280.3800044059753,404.1140013217926
28174,1,28,1314.1200008392334,403.03600025177
79589,1,21,1320.3699913024902,402.81099739074705
85915,1,42,1299.0999989509583,402.72999968528745
36088,1,43,1297.2899942398071,402.4869982719421
63444,1,22,1316.9000034332275,402.07000102996824
23241,1,42,1296.7099986076355,402.01299958229066
43905,1,19,1319.3800010681152,401.9140003204346
86800,1,16,1321.9700155258179,401.79100465774536
40752,2,12,1323.5199966430664,401.4559989929199
82423,1,14,1322.449993133545,401.3349979400635
93397,1,5,1330.1800231933594,400.95400695800777
55246,2,55,1277.6200113296509,400.5860033988953
17354,1,21,1312.8800067901611,400.56400203704834
39157,3,88,1242.4900056123734,400.347001683712
31741,2,36,1291.4199919700623,399.02599759101867
309,1,10,1318.609992980957,398.98299789428705
20751,1,33,1295.2699947357178,398.88099842071534
11429,3,68,1255.90998364985,398.372995094955
52542,3,34,1285.3499965071678,397.0049989521503
76863,1,30,1288.550011396408,395.9650034189224
1868,1,18,1300.3400115966797,395.9020034790039
39800,1,126,1189.740000486374,395.1220001459121
41547,1,31,1283.739993095398,394.82199792861934
96974,2,86,1226.5699973106384,394.57099919319154
16973,1,23,1282.9199954271317,392.1759986281395
3586,1,88,1216.7999980449677,391.8399994134903
93831,1,64,1240.7899918556213,391.8369975566864
72926,1,32,1271.9500064849854,391.5850019454956
40981,1,36,1266.0999956130981,391.0299986839294
6952,1,8,1292.9400024414062,390.6820007324219
15252,1,29,1271.3600072860718,390.50800218582157
96510,1,93,1207.2899968624115,390.4869990587234
72548,1,34,1266.1500041484833,390.445001244545
66044,1,90,1205.959998369217,389.18799951076505
52569,1,11,1283.21000623703,388.663001871109
22454,1,17,1273.1699905395508,387.45099716186525
89668,1,9,1280.5900115966797,387.2770034790039
79072,1,77,1210.3600019812584,386.60800059437753
60658,2,43,1242.4299879074097,386.42899637222285
53912,1,21,1262.1200098991394,385.3360029697418
10990,1,67,1212.4900039434433,384.247001183033
3033,1,88,1190.5999988913536,383.9799996674061
69034,1,53,1224.5300006866455,383.65900020599366
92724,1,11,1265.1999969482422,383.2599990844726
54166,1,46,1229.9399981498718,383.18199944496155
44970,1,11,1263.4499969482422,382.73499908447263
9092,1,18,1255.4900093078613,382.4470027923584
75357,1,79,1193.2999958992004,382.08999876976014
5763,2,44,1225.3200016021729,381.59600048065187
38367,1,6,1262.1400146484375,380.8420043945312
61078,1,50,1216.520011588931,380.3560034766793
78466,1,15,1246.2400016784668,378.77200050354
73993,1,14,1246.2400074005127,378.4720022201538
44625,1,118,1142.029991388321,378.4089974164963
45816,1,35,1224.3799924850464,378.2139977455139
52023,1,30,1228.769998550415,378.0309995651245
2013,2,37,1220.03000497818,377.90900149345396
93511,1,24,1234.3599939346313,377.9079981803894
2739,1,12,1246.0899982452393,377.8269994735718
72261,2,16,1232.6399993896484,375.39199981689455
50435,1,24,1224.8799953460693,375.06399860382083
2205,1,99,1149.2599968910217,374.8779990673065
86510,1,9,1238.5399894714355,374.66199684143066
68409,2,27,1218.8300008773804,374.54900026321405
17751,1,30,1211.0799942016602,372.72399826049804
84184,1,80,1161.00998711586,372.70299613475794
74892,1,8,1232.4499893188477,372.5349967956543
68438,3,54,1183.3900010585785,372.4170003175735
27199,1,20,1220.0399885177612,372.41199655532836
100034,1,38,1200.9199981689453,372.0759994506836
4637,1,13,1223.9500131607056,371.48500394821167
5484,2,8,1227.3999938964844,371.4199981689453
65835,2,89,1144.7000041007996,370.91000123023986
34085,1,6,1227.5199851989746,370.4559955596924
72442,1,35,1198.2300176620483,370.36900529861447
1408,1,26,1205.9200115203857,369.9760034561157
43532,1,15,1216.259982585907,369.7779947757721
58808,1,28,1203.1199941635132,369.735998249054
46656,2,54,1173.9400043487549,369.18200130462645
31618,1,46,1182.8999977111816,369.06999931335446
45188,1,35,1193.779996395111,369.0339989185333
77129,1,21,1206.8800029754639,368.76400089263916
26555,2,16,1208.5400085449219,368.16200256347656
63052,1,15,1209.7299976348877,367.81899929046625
68365,1,13,1209.7499895095825,367.22499685287477
9078,1,76,1144.9999926686287,366.69999780058856
25647,1,24,1196.949987411499,366.68499622344973
37919,2,19,1199.6300010681152,366.38900032043455
99765,3,45,1172.0800112485886,366.32400337457653
22696,2,32,1186.0499954223633,366.21499862670896
25075,1,15,1203.569995880127,365.97099876403803
35380,2,16,1201.0400047302246,365.9120014190674
59697,1,28,1190.1899938583374,365.8569981575012
49384,1,70,1146.7299942970276,365.41899828910823
21695,2,13,1202.3599967956543,365.4079990386963
1077,1,10,1206.3800048828125,365.3140014648437
44204,1,14,1200.6700057983398,364.80100173950194
62992,1,42,1171.290004849434,364.38700145483017
32648,1,37,1176.1500052213669,364.3450015664101
46801,1,10,1202.7700119018555,364.2310035705566
97871,1,99,1113.0599954724312,364.0179986417294
18359,1,15,1196.5299987792969,363.85899963378904
22255,1,9,1198.889991760254,362.76699752807616
32033,3,55,1149.300000667572,362.4900002002716
26128,1,34,1171.2799998521805,361.98399995565416
19143,1,52,1148.200005531311,360.4600016593933
63412,2,33,1164.8900043964386,360.16700131893157
44177,1,31,1166.509996175766,359.65299885272975
23656,1,16,1180.5700035095215,359.3710010528564
3919,1,100,1096.5300017595291,359.3590005278587
93721,1,23,1169.0799942016602,358.02399826049805
9374,3,52,1136.930006980896,357.8790020942688
66733,1,7,1183.6599960327148,357.59799880981444
6751,4,34,1152.5200053751469,357.55600161254404
18093,2,25,1162.3799934387207,357.0139980316162
75558,2,18,1169.3699951171875,357.0109985351562
14163,1,18,1168.6700110435486,356.40100331306456
35813,4,53,1122.6100056767464,354.2830017030239
76842,1,8,1169.1700057983398,353.55100173950194
17251,1,18,1157.9000053405762,353.1700016021729
29004,1,7,1168.8299865722656,353.14899597167965
25588,1,10,1163.0499954223633,352.3149986267089
38298,1,45,1127.5199959278107,352.1559987783432
72838,1,19,1153.1999943256378,352.0599982976914
15863,3,73,1094.8500094413757,351.55500283241275
62168,1,7,1159.4699935913086,350.34099807739256
87543,1,10,1156.4100093841553,350.3230028152465
32519,1,59,1106.3000025749207,349.9900007724762
98359,1,23,1139.9300022125244,349.2790006637573
98190,1,33,1127.2099947929382,348.4629984378815
86737,1,15,1145.1999959945679,348.45999879837035
14540,1,8,1151.1600122451782,348.1480036735535
25207,1,10,1148.4300079345703,347.92900238037106
22848,1,81,1077.310001373291,347.89300041198726
23460,1,21,1135.5399961471558,347.3619988441467
69895,1,55,1100.590000152588,347.07700004577634
8137,2,15,1138.6400051116943,346.8920015335083
62782,1,17,1134.9299926757812,345.97899780273434
49903,3,55,1093.5400137901306,345.7620041370392
82631,1,54,1096.7800034284592,345.63400102853774
9051,1,38,1112.2700060606003,345.48100181818006
67496,1,2,1147.260009765625,345.17800292968747
70823,1,25,1122.4100010693073,344.6230003207922
100251,1,28,1117.1600017547607,343.94800052642825
4547,1,95,1048.7700014710426,343.53100044131276
47588,2,81,1060.7599946856499,343.327998405695
19159,1,91,1051.5999896526337,343.17999689579005
29166,1,14,1128.5400085449219,343.16200256347656
8446,1,13,1128.8899955749512,342.9669986724854
28168,1,62,1078.8400032520294,342.6520009756088
84012,3,19,1119.0700072050095,342.6210021615028
41625,2,16,1122.89000415802,342.467001247406
60868,1,44,1093.660005569458,341.6980016708374
63118,1,13,1124.3900184631348,341.6170055389404
6478,1,62,1075.3599934577942,341.60799803733823
12794,1,20,1116.8700037002563,341.4610011100769
46514,1,14,1122.7500009536743,341.4250002861023
36399,2,61,1073.4600038528442,341.13800115585326
100321,1,14,1119.700002670288,340.51000080108645
56701,1,7,1125.8399963378906,340.2519989013672
9640,1,8,1123.8899822235107,339.9669946670532
61005,1,71,1060.1000040769577,339.7300012230873
22432,1,38,1090.8999991416931,339.06999974250795
41105,1,14,1114.5099878311157,338.95299634933474
38468,1,21,1106.8900020122528,338.7670006036758
92290,1,58,1069.569997370243,338.6709992110729
17646,1,11,1116.3499975204468,338.604999256134
55120,1,20,1106.4200015068054,338.32600045204157
53483,1,20,1104.0100002288818,337.6030000686645
32208,1,13,1110.3600120544434,337.408003616333
52122,1,12,1107.310001373291,336.19300041198727
21433,2,128,989.3900032043457,336.01700096130367
1031,1,17,1101.6900100708008,336.0070030212402
51238,1,28,1090.2599959373474,335.8779987812042
17678,1,64,1053.029995918274,335.5089987754822
83478,2,35,1079.9299983978271,335.27899951934813
36754,1,9,1105.9500045776367,334.885001373291
28036,1,19,1095.8200001716614,334.84600005149844
79095,1,18,1096.0600051879883,334.6180015563965
48411,1,89,1024.5200064182281,334.45600192546846
20246,1,16,1095.0100212097168,333.703006362915
35597,1,22,1087.1999912261963,333.15999736785886
83872,1,39,1066.5900058746338,332.0770017623901
22767,1,36,1069.3299975395203,331.99899926185606
12336,2,46,1057.9300010204315,331.9790003061295
8091,1,14,1089.8100128173828,331.54300384521486
27508,2,23,1078.6099953651428,331.2829986095428
50055,2,32,1068.7299909591675,331.0189972877502
69958,1,38,1063.2599940299988,330.77799820899963
75125,2,22,1075.3100028038025,329.9930008411407
26603,1,72,1022.7799966335297,328.8339989900589
23389,1,38,1056.1599929332733,328.647997879982
30317,2,53,1039.4599965810776,328.5379989743233
96883,1,37,1056.760004043579,328.5280012130737
14104,1,57,1033.870011150837,327.66100334525106
2085,3,80,1007.4600061029196,327.43800183087586
49568,1,39,1048.830004453659,326.7490013360977
37254,1,18,1068.779987335205,326.4339962005615
87517,2,24,1058.6400017738342,325.5920005321503
86809,1,68,1015.7899961471558,325.53699884414675
62511,1,15,1068.740005493164,325.5220016479492
68236,1,11,1072.7099957466125,325.51299872398374
68122,1,42,1040.5799987316132,325.17399961948394
47993,1,15,1067.409999847412,325.1229999542236
39381,1,5,1076.0199890136719,324.70599670410155
61210,1,18,1062.4299983978271,324.52899951934813
48516,2,27,1049.819996356964,323.8459989070892
51769,1,34,1043.8700046539307,323.7610013961792
46719,2,10,1065.8199920654297,323.5459976196289
54001,2,122,953.6899961233139,323.5069988369941
19980,2,18,1057.1300048828125,323.3390014648437
97844,1,39,1034.8499982357025,322.55499947071075
1022,1,14,1058.9000039100647,322.2700011730194
49485,2,27,1041.650004029274,321.39500120878216
24439,1,22,1047.1800031661987,321.1540009498596
49194,1,29,1038.7999963760376,320.7399989128113
19466,1,46,1021.4700036048889,320.64100108146664
26462,1,6,1061.239990234375,320.5719970703125
87279,1,7,1059.9700088500977,320.49100265502926
66957,1,18,1047.4700112342834,320.041003370285
21369,1,77,987.6899998188019,319.80699994564054
52103,1,7,1053.9199905395508,318.6759971618652
79646,1,33,1027.46000289917,318.538000869751
54868,1,26,1034.0699949264526,318.42099847793577
79094,1,25,1034.1699976921082,318.1509993076324
30126,1,17,1042.1499862670898,318.14499588012694
46600,1,16,1041.770004272461,317.73100128173826
86586,1,35,1018.9200003147125,316.5760000944137
44885,1,12,1041.909999847412,316.57299995422363
34664,1,7,1046.1199798583984,316.3359939575195
63084,2,19,1030.399995803833,315.6199987411499
88930,2,17,1029.5299987792969,314.758999633789
63948,1,20,1026.6300010681152,314.38900032043455
36949,1,24,1021.7800040245056,314.1340012073517
19071,1,17,1028.4500045776367,314.035001373291
55250,3,60,982.5499945878983,313.96499837636946
51735,1,46,999.1600065231323,313.94800195693966
35446,1,26,1018.4400043487549,313.73200130462646
53353,1,29,1013.7199878692627,313.21599636077883
60001,2,45,995.4699914455414,312.9409974336624
82643,1,26,1014.8499937057495,312.6549981117248
78553,1,27,1013.3599889278412,312.50799667835236
24449,1,9,1031.2699966430664,312.4809989929199
1108,1,52,987.9199919700623,312.3759975910187
47219,1,7,1031.9000072479248,312.0700021743774
91078,1,18,1020.3900012969971,311.91700038909914
62261,1,25,1012.490008354187,311.64700250625606
68705,1,71,963.6200001239777,310.7860000371933
30919,2,16,1017.0799884796143,310.7239965438843
39652,1,37,996.6300110816956,310.48900332450864
24918,2,15,1014.9400100708008,309.78200302124026
70982,1,5,1025.879997253418,309.66399917602536
349,1,20,1010.5899906158447,309.5769971847534
19252,2,59,970.1999994516373,309.55999983549117
17760,1,21,1008.9400043487549,309.38200130462644
7517,1,47,982.6499991416931,309.2949997425079
82329,3,89,936.1500079631805,308.7450023889541
92758,1,7,1020.7700042724609,308.73100128173826
38276,2,19,1007.1999958157539,308.6599987447262
3355,1,86,940.6999999880791,308.4099999964237
56979,1,120,906.6899993419647,308.4069998025894
34186,1,12,1013.630012512207,308.0890037536621
95508,1,7,1016.9300079345703,307.5790023803711
13149,1,17,1004.6799931526184,306.90399794578553
95760,1,15,1005.9999885559082,306.6999965667724
54752,1,55,965.2400102615356,306.47200307846066
9463,1,14,1005.0099983215332,306.10299949646
25366,1,24,994.5900068283081,305.97700204849247
89200,1,21,996.5200023651123,305.65600070953366
98851,1,14,1002.3500127792358,305.30500383377074
9520,1,24,992.3499956130981,305.30499868392945
15518,1,46,967.190007686615,304.35700230598445
88059,1,15,997.3099870681763,304.0929961204528
1314,1,14,997.8500061035156,303.9550018310547
91886,2,92,916.350004196167,303.30500125885004
28709,1,13,996.489990234375,303.2469970703125
22219,1,20,989.3199996948242,303.1959999084472
31062,1,50,957.8900039792061,302.7670011937618
92214,1,14,991.0,301.90000000000003
18888,1,25,978.8800024986267,301.564000749588
35074,1,5,997.9099884033203,301.27299652099606
48479,1,19,982.8300043344498,300.94900130033494
33257,1,17,982.4400100708008,300.23200302124025
29214,1,28,971.3399982452393,300.2019994735718
23968,1,45,954.090003490448,300.12700104713434
55416,2,55,941.8999903202057,299.8699970960617
28965,1,94,902.9300029873848,299.47900089621544
13004,1,10,986.6300048828125,299.3890014648437
74609,1,35,961.4900064468384,299.3470019340515
25664,1,15,981.2699947357178,299.2809984207153
35189,1,24,971.7499961853027,299.12499885559083
32859,1,31,963.2800025939941,298.6840007781982
2402,1,45,947.8400058746338,298.2520017623901
77474,1,16,975.8599948883057,297.9579984664917
64325,3,24,963.2299938201904,297.3689981460571
63573,1,48,941.8299954533577,297.3489986360073
53029,1,29,960.5399940609932,297.26199821829795
54168,1,59,930.4800086021423,297.2440025806427
4178,1,31,956.7899951934814,296.73699855804443
70485,1,33,953.9300060272217,296.4790018081665
73279,1,8,978.3800048828125,296.3140014648437
30132,1,40,945.1399974822998,295.9419992446899
638,2,63,919.269998729229,295.4809996187687
95638,1,19,963.1200046539307,295.0360013961792
19877,1,4,977.6800079345703,294.9040023803711
69350,1,5,974.9100036621094,294.37300109863276
79144,1,42,936.8899993896484,294.0669998168945
99716,1,30,948.840006351471,294.0520019054413
17647,1,17,960.7400023937225,293.72200071811676
13238,1,56,921.2000019550323,293.56000058650966
58892,1,51,925.7200002670288,293.41600008010863
82916,1,8,965.5299949645996,292.4589984893799
73986,1,36,937.1199986934662,292.33599960803986
33247,1,50,921.4900007247925,291.8470002174377
12972,1,2,968.97998046875,291.69399414062497
82262,1,17,951.0799970626831,290.8239991188049
40097,2,21,944.9699974060059,290.5909992218018
52910,1,8,958.1399993896484,290.2419998168945
58958,1,12,951.9399967193604,289.5819990158081
74840,1,9,954.9299926757812,289.57899780273436
54112,1,13,949.4699974060059,289.14099922180174
40417,1,9,953.1299896240234,289.038996887207
22609,1,9,951.9699859619141,288.69099578857424
65579,1,43,917.7600083351135,288.6280025005341
99947,2,17,942.4200234413147,288.6260070323944
32485,1,13,943.640007019043,287.3920021057129
32087,3,43,910.7299883365631,287.3189965009689
64900,1,6,948.859992980957,286.8579978942871
6900,1,18,936.5800046920776,286.7740014076233
71537,1,25,929.129994392395,286.63899831771846
92495,1,30,923.7600002288818,286.52800006866454
13864,1,7,946.7199935913086,286.51599807739257
96452,1,11,941.5700092315674,286.1710027694702
93825,2,6,944.7800140380859,286.0340042114258
60881,1,4,945.5699996948242,285.27099990844727
9759,1,29,920.090005159378,285.12700154781345
63812,1,58,888.7599945068359,284.4279983520508
58564,1,96,846.9599995613098,283.28799986839294
96003,1,74,868.5899995863438,283.17699987590316
28267,2,43,895.2000026106834,282.260000783205
28041,1,21,917.529994904995,281.9589984714985
43149,1,48,888.4200010299683,281.3260003089905
12975,1,124,811.970005184412,281.1910015553236
31167,2,14,919.7700004577637,280.9310001373291
92330,1,18,917.0699844360352,280.92099533081057
10018,1,11,921.4000091552734,280.12000274658203
30476,1,9,920.8200073242188,279.34600219726565
97029,1,51,876.5999919176102,278.67999757528304
49684,1,8,917.0999889373779,277.92999668121337
44965,1,12,911.1800155639648,277.35400466918946
4311,1,10,912.9600067138672,277.2880020141601
